正在提取 2026-04-01...
  找到 47 条消息
正在提取 2026-04-02...
  找到 96 条消息
正在提取 2026-04-03...
  找到 119 条消息
正在提取 2026-04-04...
  找到 131 条消息
正在提取 2026-04-05...
  找到 64 条消息
正在提取 2026-04-06...
  找到 106 条消息
正在提取 2026-04-07...
  找到 35 条消息
正在提取 2026-04-08...
  找到 49 条消息
正在提取 2026-04-09...
  找到 122 条消息
正在提取 2026-04-10...
  找到 122 条消息
正在提取 2026-04-11...
  找到 2 条消息
正在提取 2026-04-12...
  找到 10 条消息
正在提取 2026-04-13...
  找到 50 条消息
正在提取 2026-04-14...
  找到 26 条消息
正在提取 2026-04-15...
  找到 50 条消息
正在提取 2026-04-16...
  找到 26 条消息
正在提取 2026-04-17...
  找到 30 条消息
正在提取 2026-04-18...
正在提取 2026-04-19...
  找到 3 条消息
正在提取 2026-04-20...
  找到 36 条消息
正在提取 2026-04-21...
  找到 47 条消息
正在提取 2026-04-22...
  找到 66 条消息
正在提取 2026-04-23...
  找到 70 条消息
正在提取 2026-04-24...
  找到 33 条消息
正在提取 2026-04-25...
  找到 49 条消息
正在提取 2026-04-26...
  找到 23 条消息
正在提取 2026-04-27...
  找到 18 条消息

总共找到 1430 条消息

# 与 💞最爱嘟七 (wxid_s6n393ouvgx121) 的4月份聊天记录

时间范围: 2026-04-01 至 2026-04-27
  URL: https://mp.weixin.qq.com/s?__biz=MjM5MjAyNDUyMA==&mid=2651086449&idx=1&sn=9b63129912cc728d798af61647237dd6&chksm=bc441ee48ef0974d7655bcb43c671ccc47ebe329062386117a2d46064bd1d3e243a76d7b7545&mpshare=1&scene=1&srcid=0403yszHtcriK2V4iuIIDEfi&sharer_shareinfo=95b2ce935acd8a9cf06a3a8e34b58c7b&sharer_shareinfo_first=95b2ce935acd8a9cf06a3a8e34b58c7b#rd
[2026-04-04 08:21] 我: 原来这个快递是这样的
[2026-04-04 08:21] 我: 是什么睡裤吗
[2026-04-04 08:22] 我: 是外裤
[2026-04-04 08:22] 我: 有点像睡裤，特别是这个品牌
[2026-04-04 08:25] 我: 2318
[2026-04-04 08:26] 我: 5726
[2026-04-04 08:37] 我: 今天时间刚刚好，我刚排队开始检票
[2026-04-04 08:54] 我: 这个蛋糕一般
[2026-04-04 08:54] 我: 没上次的好吃
[2026-04-04 08:55] 我: 还是要经典口味
[2026-04-04 08:58] 💞最爱嘟七: [链接] “不管考得怎么样，全家都很爱你
  URL: https://www.xiaohongshu.com/discovery/item/69b5299f00000000230230ac?app_platform=ios&app_version=9.24&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CB2q1xGcge41Eho8fRPfpvGTrq2iSj8VFNGzEMCVcoHMg=&author_share=1&xhsshare=WeixinSession&shareRedId=N0dHOUg3ND5MPko6S0E1PEo4PU08SUtB&apptime=1775264275&share_id=bb7bc13388ab40e8bd20c081d72d822f
[2026-04-04 10:45] 我: 几点出门
[2026-04-04 10:46] 我: 睡的牙痛
[2026-04-04 10:59] 我: 牙痛鼠
[2026-04-04 11:02] 我: 网不好
[2026-04-04 11:02] 我: 准备出门了
[2026-04-04 11:02] 我: 我怕你睡着了
[2026-04-04 11:02] 我: 你表情包真多
[2026-04-04 11:02] 我: 这都是添加的系列的
[2026-04-04 11:04] 我: 就是在想中午吃啥
[2026-04-04 11:05] 我: 吃个苹果好了
[2026-04-04 11:05] 我: 瑞士卷
[2026-04-04 11:07] 我: 很像现在的我
[2026-04-04 11:08] 我: 知道为什么疼吗
[2026-04-04 11:08] 我: 因为侧头睡压着
[2026-04-04 11:08] 我: 趴着睡更压着
[2026-04-04 11:09] 我: 睡醒这么久都没缓解
[2026-04-04 11:11] 我: 看到一个武功山的墙上的画
[2026-04-04 11:11] 我: 南昌西
[2026-04-04 11:15] 我: 手表提醒我昨晚睡觉血氧过低
[2026-04-04 11:19] 我: 我服了 带了一本书 打不开包装
[2026-04-04 11:29] 我: 吃完了
[2026-04-04 11:30] 我: 为什么打不开包装
[2026-04-04 11:30] 我: 我出门了
[2026-04-04 11:31] 我: 所以我昨天下了电子书
[2026-04-04 11:39] 💞最爱嘟七: [链接] 那层透明塑料纸
[2026-04-04 11:39] 我: 我最终还是打开了
[2026-04-04 11:39] 我: 弄疼了手
[2026-04-04 11:50] 我: 今天杭州的天气好好哦
[2026-04-04 11:50] 💞最爱嘟七: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQCgPDCiaFOEIdSKH0yJ4fpUYXozPLuetgyGqk72icPMyejwziahnn4z7DlBGP7kjJy17LNZpMIaRQnUQMrFNmCWFeT&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a22e
[2026-04-04 11:52] 💞最爱嘟七: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQDaWKFBxwffU6FtyWPtDMOgFYdjNeIgOKtliaGMc19HmwalWiaia3uwk9Zwta3nWZoOIkibWibS7LPGPrQQDeC1xa9Us&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a210
[2026-04-04 11:52] 💞最爱嘟七: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=rjD5jyTuFrIpZ2ibE8T7YmwgiahniaXswqzoRQcyKvFprzmVtsAPhnib26U3M4HKMNvYkrwF9KxUTcW9n0TicgPick3JnJqCgdvoDJ1K2ia2TK0sdsCQug4A6gCrQ&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a166
[2026-04-04 11:52] 我: 我昨晚跟你说的视频
[2026-04-04 11:53] 💞最爱嘟七: [链接] 群聊的聊天记录
  URL: https://support.weixin.qq.com/cgi-bin/mmsupport-bin/readtemplate?t=page/favorite_record__w_unsupport
[2026-04-04 11:54] 我: 虐待动物
[2026-04-04 12:14] 我: 蛋糕常温了不好吃
[2026-04-04 12:20] 我: 那个小香蕉我都有点吃不动
[2026-04-04 12:21] 我: 又是一轮牙痛
[2026-04-04 12:51] 我: 回家喝汤吧
[2026-04-04 13:09] 我: 遇到一个上错车的
[2026-04-04 13:09] 我: 像极了上次的我
[2026-04-04 13:09] 我: 也是跟别人说是不是坐错位置了
[2026-04-04 13:09] 我: 发现的时候车门已经关了 跑到门口的时候开车了
[2026-04-04 13:14] 我: 还好那个人是去深圳
[2026-04-04 13:15] 我: 我坐的跟前
[2026-04-04 13:16] 我: 嘿嘿😁
[2026-04-04 13:16] 我: ó
[2026-04-04 13:17] 我: 以为你做到头等舱了
[2026-04-04 13:21] 我: 这张挺有意思
[2026-04-04 13:35] 我: 起飞了
[2026-04-04 13:35] 我: 好哦
[2026-04-04 14:58] 💞最爱嘟七: [链接] 以防大家没看过梭子蟹骑海蜇 假期开开眼
  URL: https://www.xiaohongshu.com/discovery/item/69d0860c000000002102d324?app_platform=ios&app_version=9.24&share_from_user_hidden=true&xsec_source=app_share&type=video&xsec_token=CBzkf-Ahg3PPFAl-sZsGksqHLruy5C0Xat36HiV5w1i9E=&author_share=1&xhsshare=WeixinSession&shareRedId=N0dHOUg3ND5MPko6S0E1PEo4PU08SUtB&apptime=1775285875&share_id=e6cf04291cdb475aae9230500ac53dc5
[2026-04-04 15:12] 我: 揭阳天很暗
[2026-04-04 15:12] 我: 这边都在下雨
[2026-04-04 15:13] 我: 怎么回事，你这表情包
[2026-04-04 15:14] 我: 下雨 佛山地铁都抽抽的
[2026-04-04 15:14] 我: 广州地铁倒不臭 因为空调足
[2026-04-04 15:56] 我: 你到哪了
[2026-04-04 15:57] 我: 到家啦
[2026-04-04 15:57] 我: 现在出去觅食了
[2026-04-04 16:25] 我: 刚拼完单出发
[2026-04-04 16:35] 我: 等这么久哦
[2026-04-04 16:59] 我: 到了
[2026-04-04 16:59] 我: 红绿灯没电了
[2026-04-04 17:00] 我: 笑了
[2026-04-04 17:02] 灵溪隧道车神: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQBx5p9A29vcLIVRIS3hLgHv2Q6zDMFSU4xgFyRc9gItGZySmq2byDXeCvyU1nl056FtdX9HwRM1H6vp4nicJFMD1&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a166
[2026-04-04 17:02] 我: 去
[2026-04-04 17:03] 我: 他好惨，好像说他其实不想开的，但是居委会啊、政府啊，那种要他开
[2026-04-04 17:06] 灵溪隧道车神: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=rjD5jyTuFrIpZ2ibE8T7YmwgiahniaXswqzCokg0RScc148eQWnf0P7hYftScgJhdZ2LtYNx6x9EGjPX8aONFicicVXBKicqxUvlRQM10egDLtDGWAgzH0cFceTQ&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a15c
[2026-04-04 17:06] 我: cctv6在播捕风追影
[2026-04-04 17:10] 灵溪隧道车神: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQAgfyjtVsX0hMz0ic7bEE6F2txKsJIB5YD4UBA5S7qEmHBOPZgiaPVAWkme2FmzMqh3kn5k2ZNVZZGynwHyDMoOWJ&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a21a
[2026-04-04 17:17] 灵溪隧道车神: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQDxZKBibo8Q0ibc66b3Bep5Swmia70fVWK6hiandypWXGjqePFA0hM085zr2Or0Z8paPslNaiagwmU6mq0kzyKz2JFRe&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a15c
[2026-04-04 18:11] 我: 看完捕风追影
[2026-04-04 18:11] 我: 想起来了有三胞胎
[2026-04-04 18:20] 💞最爱嘟七: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQCgJ91CiaiajddSGNWHIMVicZyw9OticJbW3hdGu8L44QW0TMOUosUwUyRVPObcNAFKfMdZlKeNMWCsGxIWg5dOpBm8&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a166
[2026-04-04 18:21] 我: 万恶之源
[2026-04-04 18:29] 💞最爱嘟七: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQAdc43o7kh0Ul77IdKHnibpgLJ57kta6OS72VbicujGd94vZaAhhprpD7DSDHS8tAJ5ckic0Giave6GvfKN5cCAtAYw&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a210
[2026-04-04 18:30] 我: 在看周铁男
[2026-04-04 18:30] 我: 的动漫
[2026-04-04 18:30] 我: 啥
[2026-04-04 18:45] 💞最爱嘟七: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eez3Y79SxtvVL0L7CkPM6dFibusn4vVFEyiar1FYSGiaf7Rs7Geib7QZLyjDBpram8mZviaM36DSrfWPk9EbTkWbJrjbWcL3JsZdPzKIZUbq7DibfibRQXda7sH4tb7a7hflhEHeRxtibhcnBszS4A&hy=SZ&idx=1&m=8bd37532a03c938d1614d8d8675a62d1&uzid=7a260
[2026-04-04 19:45] 灵溪隧道车神: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=oibeqyX228riaCwo9STVsGLPj9UYCicgttvnCKFibpt3nWjdJzgDdHf4icFhMGvVwhmG9bw8NWbMrl7QYbuGaEgeQyictvBQkm4aucFhxn9gGegj9qic7JicUhPW0sHHPSHoNM2Vh3xXq0cymsQ&hy=SH&idx=1&m=2ec75b60c8c5a9752d124b0b3e66ef82&uzid=7a22e
[2026-04-04 19:46] 我: [强]
[2026-04-04 19:49] 灵溪隧道车神: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=oibeqyX228riaCwo9STVsGLPj9UYCicgttvumZS6MuTwTphicNAuh77zFA5WL06LRPxqjjM0VEWs02QHX8NHbDf4eQqGjLah5PaGqSARAgibIuWpcWAvMplYrdSxFHLN82ddLlnJcNUic5vf8&hy=SH&idx=1&m=9c4e9664b8a0b7fd9a8507f4e18ff449&uzid=7a1b6
[2026-04-04 19:54] 我: 洗澡
[2026-04-04 19:57] 我: 在十记吃饭
[2026-04-04 20:12] 我: 家里的电视我实在受不了了
[2026-04-04 20:13] 我: 点一下退出去
[2026-04-04 20:13] 我: 点一下退出去
[2026-04-04 20:13] 我: 然后我去爱亦凡，我又受不了他的画质
[2026-04-04 20:13] 我: 可能受潮了
[2026-04-04 20:13] 我: 你是夸克投屏？
[2026-04-04 20:13] 我: 我是直接腾讯视频
[2026-04-04 20:13] 我: 你电视上安装一个夸克ap
[2026-04-04 20:13] 我: 也不行吗
[2026-04-04 20:14] 我: 酸了
[2026-04-04 20:14] 我: 我推的孩子第二季了
[2026-04-04 20:14] 我: 金牌得主也第二季了
[2026-04-04 20:14] 我: 我推的孩子第二季已经是去年的事情了
[2026-04-04 20:34] 我: 前年吧
[2026-04-04 20:34] 我: 忘了
[2026-04-04 20:34] 💞最爱嘟七: [链接] 所以是第三季了吧
[2026-04-04 21:13] 我: 研究了一下obsidien 里面如何使用AI
[2026-04-04 21:13] 我: 还是太复杂了现在
[2026-04-04 21:13] 我: 先继续记一下笔记吧
[2026-04-04 21:14] 我: 不过我发现用了CLAUDE之后，笔记的沉淀速度快很多
[2026-04-04 21:14] 我: 怎么用claude
[2026-04-04 21:14] 我: 只用通过CLAUDE接入了国内的模型
[2026-04-04 21:44] 灵溪隧道车神: [语音 4秒]
[2026-04-04 21:59] 我: 好哦
[2026-04-04 21:59] 我: 晚安
[2026-04-04 22:00] 我: 带我妈去zhengyuanyuan
[2026-04-04 23:59] 💞最爱嘟七: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=rjD5jyTuFrIpZ2ibE8T7YmwgiahniaXswqz59JxLib0K37xiarKuIiaBRJoOIz1dicfic4rx7WxA0W1zGSYcADmJsqB6pwDArFcEokoaYDfh8qUMHDDKNa6c6zdmVg&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a1fc
[2026-04-05 07:18] 我: 起床
[2026-04-05 07:18] 我: 出门
[2026-04-05 07:18] 我: 你要去扫墓吗
[2026-04-05 07:58] 我: yaode
[2026-04-05 08:46] 我: 藏
[2026-04-05 08:46] 我: 你就藏
[2026-04-05 08:54] 我: 有信号了？
[2026-04-05 09:04] 我: 找到坟了
[2026-04-05 09:04] 我: 干活了
[2026-04-05 09:04] 我: 链接错误
[2026-04-05 09:06] 我: 再见👋
[2026-04-05 09:06] 我: 你要锄草开路吗
[2026-04-05 09:13] 我: 不用
[2026-04-05 09:51] 我: 墓园超多人
[2026-04-05 10:33] 我: 原来我们也带了
[2026-04-05 10:33] 我: 烧纸钱中
[2026-04-05 11:21] 我: 这么多垃圾
[2026-04-05 11:22] 我: 你们那边都是土葬吗
[2026-04-05 11:54] 我: 脚痛
[2026-04-05 12:05] 我: 包土的
[2026-04-05 12:07] 我: 两种颜色的？
[2026-04-05 12:08] 我: 翻山越岭
[2026-04-05 12:08] 我: 感觉这里风景不错 开豁
[2026-04-05 12:08] 我: 还有石头景看
[2026-04-05 12:23] 我: 金色的不用涂了
[2026-04-05 12:23] 我: 以前所有字都要
[2026-04-05 12:42] 我: 你们女生也要去扫墓吗
[2026-04-05 13:20] 我: 可以不来的
[2026-04-05 13:20] 我: 不要求
[2026-04-05 13:28] 灵溪隧道车神: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=oibeqyX228riaCwo9STVsGLPj9UYCicgttvNbmeic8yzHH0WicOGDTnpHHDlz6bbwCl8lYn8wsegjsDzdy6icHTWT01ZUibkukb4pkZoUqqyicov3aNPNhdwph66ZvqCLmqwN1DaqkZFhLPwVU0&hy=SH&idx=1&m=bc4e243884603aeba11ae2350d77122e&uzid=7a210
[2026-04-05 13:51] 我: 下山了
[2026-04-05 13:51] 我: 去找吃的
[2026-04-05 13:51] 我: 刚吃完
[2026-04-05 13:51] 我: 河虾好好吃
[2026-04-05 13:52] 我: 但咬得牙有点痛
[2026-04-05 14:02] 💞最爱嘟七: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eez3Y79SxtvVL0L7CkPM6dFibusn4vVFEyiaqNJLBicVs70z2teo6b4UEezCibLqIPYATrG9ov61rN45ubHPCfXZiaxTWap6McqRmI1IWZKMpwu87JnuLOw8jgyStefbE4t2SNibZqpsCZkRbWlQ&hy=SZ&idx=1&m=e8ed86ffeb786288b0234fc1c1b2375e&uzid=7a206
[2026-04-05 14:10] 我: 请看我们的客厅
[2026-04-05 14:22] 我: 二叔厂里的标语
[2026-04-05 14:30] 灵溪隧道车神: [链接] 乱中有乱
[2026-04-05 16:10] 灵溪隧道车神: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQDzxqFOH15ZSzuPz1EfcKV6pz1YQCvBmXCeLuG3hgrKDBasBYoelVKEbatW5FfHmQv04nhmlLAMSK00uib22CFGJ&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a1b6
[2026-04-05 16:42] 💞最爱嘟七: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQBRqqMSKYNFpku2xiaBhOOwNTV08aRtThBpswEiabLDcib7RPbKFVbYrFSLd3tiaFl1xMjQpSibOUicic7ywFUiaeialj9t1&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a170
[2026-04-05 17:04] 💞最爱嘟七: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eez3Y79SxtvVL0L7CkPM6dFibFeI6caGYwFFJXjb6YGRxCTUrkEAn7j7vaQktdXiccibYUQ5rPaTtOiaqiclFgHibR7jicqX3solgpwiabX6YsRxthgeao8tjhpacd56RGtwrlicvmWxE6B8Uy5T2Ng&hy=SH&idx=1&m=e131fb6bdc134defe71422326e3e9338&uzid=7a1ac
[2026-04-05 17:26] 我: 起床
[2026-04-05 17:26] 我: 今晚什么活动
[2026-04-05 17:26] 💞最爱嘟七: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQAxTRsXqqO0XlEy381UnSZ0rlChSmoHw1EVoKosdia1SibLfK0oualWjPa58v0CLicBJvpLVPjRgvmOI2c0XXN3WrJ&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a1ac
[2026-04-05 17:27] 我: 24年的时候，我也想买这个船票
[2026-04-05 17:27] 我: 而且不是特别贵
[2026-04-05 17:27] 我: [流泪][流泪][流泪][流泪][流泪][流泪][流泪][流泪][流泪]
[2026-04-05 17:30] 我: 哦，我想起来了，当时是不知道那会儿自己上岸了没有
[2026-04-05 17:30] 我: 所以最后没定
[2026-04-05 18:42] 我: 在致歉的帮助下，在obsidian里面配置上了AI
[2026-04-05 18:42] 我: 但是使用PDF阅读还是没成功
[2026-04-05 18:42] 我: ehy
[2026-04-05 19:32] 我: 惠林顿真的是这样的诶
[2026-04-05 19:51] 我: 你不是吃过吗
[2026-04-05 19:52] 我: 第一次在西餐厅吃
[2026-04-05 20:46] 我: 刚刚发生了很好笑的事情
[2026-04-05 20:46] 我: 今晚跟你说
[2026-04-05 20:46] 我: 笑的我起码疯狂笑了三分钟
[2026-04-05 22:05] 💞最爱嘟七: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eez3Y79SxtvVL0L7CkPM6dFibusn4vVFEyiaqkOBx64EfTicmr2dTibgrETyibBx1BK6HMCs1QFRKOtXjzWU33b0ukHJoiaGjVO9p1ibibZnics68mVoF3eZEnnZxhMhZwl7mcFokeQxjuACCia6RJFQ&hy=SZ&idx=1&m=5d468ab69f7d8cc85a95de3f2c8721b8&uzid=7a1ca
[2026-04-05 22:42] 💞最爱嘟七: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQCl2dAIpic4x6GIW1m5c3JcJ8dN4m3W3T5Lb182ibSS0kFtnN7tiaaicGYxgrXJORibniaWmFjBUAT0EOCU9hb0TFj5CR&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a166
[2026-04-05 23:12] 灵溪隧道车神: [链接] 真的？
[2026-04-05 23:34] 💞最爱嘟七: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQCFWPUFwJRRnkRnZv6uMKPtEWTLRLYw1Aff9kDZ5l9znzuxdbayblI4umWoNvzR0zBAnGtwGl6qhZWwFOTHS0Ws&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a15c
[2026-04-05 23:52] 💞最爱嘟七: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQDxbWBv5mbZd9W2L40mRicx2EHJLTa2icia46tW2PRROJRR33HYtbUgY8K6gXUgFkbiass8Wv7SHYWd8LpNaBZ1lQ0f&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a1fc
[2026-04-06 09:20] 灵溪隧道车神: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQDn148xhib0Bm0lF66IdeCHmD7I56O8ibu7ny9OlwvsSLevlxib2s50kRniaaekOdJLkXLB1rIZbJMUq5cibzs1ohUTa&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a22e
[2026-04-06 09:27] 我: 狗从7点多叫到现在
[2026-04-06 09:40] 💞最爱嘟七: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQBMUvIb2vb52z9sAGG29tKt2K5GNugS74OLLRXahn5KNODicE8008EnicVWllT2rC14aHrKSrx9VjavVAyg3dWEVn&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a21a
[2026-04-06 09:43] 💞最爱嘟七: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQClgjxPNOcffniaghFCiaqs3IeDBwsrayeQhib19OicAkLT3PRcMnEibZ2VrXB67H6zPzJK4QENPn2qdicqkvJesYItbZ&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a22e
[2026-04-06 09:43] 我: 这是什么saidao
[2026-04-06 09:44] 我: 哦你们在开会呢
[2026-04-06 09:44] 我: 我好闲鱼
[2026-04-06 10:10] 💞最爱嘟七: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eez3Y79SxtvVL0L7CkPM6dFibusn4vVFEyiapAgdic0c5MbFTiaGFs2qjrpxWWBTPntIr3uFzGPoRzvrzCRdiaL6QFKGsDNCQcSthFkBDIeG8tKvdZMGeT4Uv0meiaed61VI01ASX1RUdQ60fN6A&hy=SZ&idx=1&m=7b5ae43320f2dcc26e5e57ab2acc435b&uzid=7a1ca
[2026-04-06 11:23] 我: 出门
[2026-04-06 11:24] 我: 回去救救猫砂盆
[2026-04-06 11:26] 我: 收拾猫是吧
[2026-04-06 12:36] 我: 延误45分钟
[2026-04-06 12:37] 我: 下雨吗
[2026-04-06 13:02] 我: 我们这没下
[2026-04-06 13:02] 我: 那可能是杭州
[2026-04-06 13:02] 灵溪隧道车神: [链接] 你的牙能吃了吗
[2026-04-06 13:03] 我: 不太能
[2026-04-06 13:03] 我: 里面有个东西有点硬
[2026-04-06 13:03] 我: 头菜什么的
[2026-04-06 14:35] 我: 出门
[2026-04-06 15:06] 我: 穿一件jnby童装都出汗了
[2026-04-06 15:46] 我: 落地
[2026-04-06 15:46] 我: 上高铁
[2026-04-06 15:50] 我: 高铁上点餐居然都要八块钱配送
[2026-04-06 15:51] 我: 果然是杭州天气不好
[2026-04-06 15:51] 我: 忽略这个脏的窗户
[2026-04-06 15:51] 我: 哇哦
[2026-04-06 15:52] 我: 一线天
[2026-04-06 15:55] 我: 这个静音车厢蛮吵的
[2026-04-06 15:55] 我: 大家不知道自己定的静音车箱吗
[2026-04-06 16:02] 我: 你晚饭吃啥
[2026-04-06 16:03] 我: 被面上次没吃
[2026-04-06 16:04] 我: 我在一个很奇怪的航站楼出来了，这个地方我都很陌生，感觉在杭州从来没有到达这里过
[2026-04-06 16:05] 我: T1？
[2026-04-06 16:06] 我: 可能你T4走多了
[2026-04-06 16:06] 我: 走到旧的那边就不记得了
[2026-04-06 16:55] 灵溪隧道车神: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQCKm1UceDqL1ib0uGibWtictoYZts0RX0ywctRiagbz9e91Gr3X6hOiaaCKLaItiaAKuuOKMN28PQf2BgZwLTkiaVIUeLia&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a15c
[2026-04-06 17:00] 灵溪隧道车神: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQDLdJEHEhSYU0Hny9VL3K8H0icerl1auFzfdBbpfS0UN1no9niax2prmfx1o6EEW21Y0XCVFvRicw46Vl1hCTvZxrW&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a170
